#1.0.0,,,,,,,,,,,,
keyword,foma3x,foma2x,foma1x,pdc2,pdc1,win,cdma,sb3g,will,em,iphone,pc
רמ,;,;,;,;,;,"<img localsrc=""414"" />","<img localsrc=""414"" />",&#xe20c;,;,&#xe68d;,"<img src=""/glyph/docomo/UE68D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68D.gif"" width=""16"" height=""16"" />"
&#xe68e;,;,;,;,רן,רן,"<img localsrc=""314"" />","<img localsrc=""314"" />",&#xe20e;,רן,;,"<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" />"
&#xE68E;,;,;,;,רן,רן,"<img localsrc=""314"" />","<img localsrc=""314"" />",&#xe20e;,רן,;,"<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" />"
&#63727;,&#xe68e;,&#xe68e;,&#xe68e;,רן,רן,"<img localsrc=""314"" />","<img localsrc=""314"" />",&#xe20e;,רן,&#xe68e;,"<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" />"
רן,;,;,;,;,;,"<img localsrc=""314"" />","<img localsrc=""314"" />",&#xe20e;,;,&#xe68e;,"<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68E.gif"" width=""16"" height=""16"" />"
&#xe68f;,;,;,;,רנ,רנ,"<img localsrc=""315"" />","<img localsrc=""315"" />",&#xe20d;,רנ,;,"<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" />"
&#xE68F;,;,;,;,רנ,רנ,"<img localsrc=""315"" />","<img localsrc=""315"" />",&#xe20d;,רנ,;,"<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" />"
&#63728;,&#xe68f;,&#xe68f;,&#xe68f;,רנ,רנ,"<img localsrc=""315"" />","<img localsrc=""315"" />",&#xe20d;,רנ,&#xe68f;,"<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" />"
רנ,;,;,;,;,;,"<img localsrc=""315"" />","<img localsrc=""315"" />",&#xe20d;,;,&#xe68f;,"<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE68F.gif"" width=""16"" height=""16"" />"
&#xe690;,;,;,;,רס,רס,"<img localsrc=""316"" />","<img localsrc=""316"" />",&#xe20f;,רס,;,"<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" />"
&#xE690;,;,;,;,רס,רס,"<img localsrc=""316"" />","<img localsrc=""316"" />",&#xe20f;,רס,;,"<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" />"
&#63729;,&#xe690;,&#xe690;,&#xe690;,רס,רס,"<img localsrc=""316"" />","<img localsrc=""316"" />",&#xe20f;,רס,&#xe690;,"<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" />"
רס,;,;,;,;,;,"<img localsrc=""316"" />","<img localsrc=""316"" />",&#xe20f;,;,&#xe690;,"<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE690.gif"" width=""16"" height=""16"" />"
&#xe691;,;,;,;,רע,רע,"<img localsrc=""317"" />","<img localsrc=""317"" />",&#xe419;,רע,;,"<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" />"
&#xE691;,;,;,;,רע,רע,"<img localsrc=""317"" />","<img localsrc=""317"" />",&#xe419;,רע,;,"<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" />"
&#63730;,&#xe691;,&#xe691;,&#xe691;,רע,רע,"<img localsrc=""317"" />","<img localsrc=""317"" />",&#xe419;,רע,&#xe691;,"<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" />"
רע,;,;,;,;,;,"<img localsrc=""317"" />","<img localsrc=""317"" />",&#xe419;,;,&#xe691;,"<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE691.gif"" width=""16"" height=""16"" />"
&#xe692;,;,;,;,רף,רף,"<img localsrc=""318"" />","<img localsrc=""318"" />",&#xe41b;,רף,;,"<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" />"
&#xE692;,;,;,;,רף,רף,"<img localsrc=""318"" />","<img localsrc=""318"" />",&#xe41b;,רף,;,"<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" />"
&#63731;,&#xe692;,&#xe692;,&#xe692;,רף,רף,"<img localsrc=""318"" />","<img localsrc=""318"" />",&#xe41b;,רף,&#xe692;,"<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" />"
רף,;,;,;,;,;,"<img localsrc=""318"" />","<img localsrc=""318"" />",&#xe41b;,;,&#xe692;,"<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE692.gif"" width=""16"" height=""16"" />"
&#xe693;,;,;,;,רפ,רפ,"<img localsrc=""817"" />","<img localsrc=""817"" />",&#xe010;,רפ,;,"<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" />"
&#xE693;,;,;,;,רפ,רפ,"<img localsrc=""817"" />","<img localsrc=""817"" />",&#xe010;,רפ,;,"<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" />"
&#63732;,&#xe693;,&#xe693;,&#xe693;,רפ,רפ,"<img localsrc=""817"" />","<img localsrc=""817"" />",&#xe010;,רפ,&#xe693;,"<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" />"
רפ,;,;,;,;,;,"<img localsrc=""817"" />","<img localsrc=""817"" />",&#xe010;,;,&#xe693;,"<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE693.gif"" width=""16"" height=""16"" />"
&#xe694;,;,;,;,רץ,רץ,"<img localsrc=""319"" />","<img localsrc=""319"" />",&#xe011;,רץ,;,"<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" />"
&#xE694;,;,;,;,רץ,רץ,"<img localsrc=""319"" />","<img localsrc=""319"" />",&#xe011;,רץ,;,"<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" />"
&#63733;,&#xe694;,&#xe694;,&#xe694;,רץ,רץ,"<img localsrc=""319"" />","<img localsrc=""319"" />",&#xe011;,רץ,&#xe694;,"<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" />"
רץ,;,;,;,;,;,"<img localsrc=""319"" />","<img localsrc=""319"" />",&#xe011;,;,&#xe694;,"<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE694.gif"" width=""16"" height=""16"" />"
&#xe695;,;,;,;,רצ,רצ,"<img localsrc=""320"" />","<img localsrc=""320"" />",&#xe012;,רצ,;,"<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" />"
&#xE695;,;,;,;,רצ,רצ,"<img localsrc=""320"" />","<img localsrc=""320"" />",&#xe012;,רצ,;,"<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" />"
&#63734;,&#xe695;,&#xe695;,&#xe695;,רצ,רצ,"<img localsrc=""320"" />","<img localsrc=""320"" />",&#xe012;,רצ,&#xe695;,"<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" />"
רצ,;,;,;,;,;,"<img localsrc=""320"" />","<img localsrc=""320"" />",&#xe012;,;,&#xe695;,"<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE695.gif"" width=""16"" height=""16"" />"
&#xe696;,;,;,;,רק,רק,"<img localsrc=""43"" />","<img localsrc=""43"" />",&#xe238;,רק,;,"<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" />"
&#xE696;,;,;,;,רק,רק,"<img localsrc=""43"" />","<img localsrc=""43"" />",&#xe238;,רק,;,"<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" />"
&#63735;,&#xe696;,&#xe696;,&#xe696;,רק,רק,"<img localsrc=""43"" />","<img localsrc=""43"" />",&#xe238;,רק,&#xe696;,"<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" />"
רק,;,;,;,;,;,"<img localsrc=""43"" />","<img localsrc=""43"" />",&#xe238;,;,&#xe696;,"<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE696.gif"" width=""16"" height=""16"" />"
&#xe697;,;,;,;,רר,רר,"<img localsrc=""42"" />","<img localsrc=""42"" />",&#xe237;,רר,;,"<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" />"
&#xE697;,;,;,;,רר,רר,"<img localsrc=""42"" />","<img localsrc=""42"" />",&#xe237;,רר,;,"<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" />"
&#63736;,&#xe697;,&#xe697;,&#xe697;,רר,רר,"<img localsrc=""42"" />","<img localsrc=""42"" />",&#xe237;,רר,&#xe697;,"<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" />"
רר,;,;,;,;,;,"<img localsrc=""42"" />","<img localsrc=""42"" />",&#xe237;,;,&#xe697;,"<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE697.gif"" width=""16"" height=""16"" />"
&#xe698;,;,;,;,רש,רש,"<img localsrc=""728"" />","<img localsrc=""728"" />",&#xe007;,רש,;,"<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" />"
&#xE698;,;,;,;,רש,רש,"<img localsrc=""728"" />","<img localsrc=""728"" />",&#xe007;,רש,;,"<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" />"
&#63737;,&#xe698;,&#xe698;,&#xe698;,רש,רש,"<img localsrc=""728"" />","<img localsrc=""728"" />",&#xe007;,רש,&#xe698;,"<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" />"
רש,;,;,;,;,;,"<img localsrc=""728"" />","<img localsrc=""728"" />",&#xe007;,;,&#xe698;,"<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE698.gif"" width=""16"" height=""16"" />"
&#xe699;,;,;,;,רת,רת,"<img localsrc=""729"" />","<img localsrc=""729"" />",&#xe007;,רת,;,"<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" />"
&#xE699;,;,;,;,רת,רת,"<img localsrc=""729"" />","<img localsrc=""729"" />",&#xe007;,רת,;,"<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" />"
&#63738;,&#xe699;,&#xe699;,&#xe699;,רת,רת,"<img localsrc=""729"" />","<img localsrc=""729"" />",&#xe007;,רת,&#xe699;,"<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" />"
רת,;,;,;,;,;,"<img localsrc=""729"" />","<img localsrc=""729"" />",&#xe007;,;,&#xe699;,"<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE699.gif"" width=""16"" height=""16"" />"
&#xe69a;,;,;,;,רû,רû,"<img localsrc=""116"" />","<img localsrc=""116"" />",&#xe211;,רû,;,"<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" />"
&#xE69A;,;,;,;,רû,רû,"<img localsrc=""116"" />","<img localsrc=""116"" />",&#xe211;,רû,;,"<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" />"
&#63739;,&#xe69a;,&#xe69a;,&#xe69a;,רû,רû,"<img localsrc=""116"" />","<img localsrc=""116"" />",&#xe211;,רû,&#xe69a;,"<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" />"
רû,;,;,;,;,;,"<img localsrc=""116"" />","<img localsrc=""116"" />",&#xe211;,;,&#xe69a;,"<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69A.gif"" width=""16"" height=""16"" />"
&#xe69b;,;,;,;,רü,רü,"<img localsrc=""178"" />","<img localsrc=""178"" />",&#xe20a;,רü,;,"<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" />"
&#xE69B;,;,;,;,רü,רü,"<img localsrc=""178"" />","<img localsrc=""178"" />",&#xe20a;,רü,;,"<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" />"
&#63740;,&#xe69b;,&#xe69b;,&#xe69b;,רü,רü,"<img localsrc=""178"" />","<img localsrc=""178"" />",&#xe20a;,רü,&#xe69b;,"<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" />"
רü,;,;,;,;,;,"<img localsrc=""178"" />","<img localsrc=""178"" />",&#xe20a;,;,&#xe69b;,"<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69B.gif"" width=""16"" height=""16"" />"
&#xe69c;,;,;,;,ש@,ש@,"<img localsrc=""321"" />","<img localsrc=""321"" />",&#xe219;,ש@,;,"<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" />"
&#xE69C;,;,;,;,ש@,ש@,"<img localsrc=""321"" />","<img localsrc=""321"" />",&#xe219;,ש@,;,"<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" />"
&#63808;,&#xe69c;,&#xe69c;,&#xe69c;,ש@,ש@,"<img localsrc=""321"" />","<img localsrc=""321"" />",&#xe219;,ש@,&#xe69c;,"<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" />"
ש@,;,;,;,;,;,"<img localsrc=""321"" />","<img localsrc=""321"" />",&#xe219;,;,&#xe69c;,"<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69C.gif"" width=""16"" height=""16"" />"
&#xe69d;,;,;,;,שA,שA,"<img localsrc=""322"" />","<img localsrc=""322"" />",&#xe04c;,שA,;,"<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" />"
&#xE69D;,;,;,;,שA,שA,"<img localsrc=""322"" />","<img localsrc=""322"" />",&#xe04c;,שA,;,"<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" />"
&#63809;,&#xe69d;,&#xe69d;,&#xe69d;,שA,שA,"<img localsrc=""322"" />","<img localsrc=""322"" />",&#xe04c;,שA,&#xe69d;,"<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" />"
שA,;,;,;,;,;,"<img localsrc=""322"" />","<img localsrc=""322"" />",&#xe04c;,;,&#xe69d;,"<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69D.gif"" width=""16"" height=""16"" />"
&#xe69e;,;,;,;,שB,שB,"<img localsrc=""323"" />","<img localsrc=""323"" />",&#xe04c;,שB,;,"<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" />"
&#xE69E;,;,;,;,שB,שB,"<img localsrc=""323"" />","<img localsrc=""323"" />",&#xe04c;,שB,;,"<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" />"
&#63810;,&#xe69e;,&#xe69e;,&#xe69e;,שB,שB,"<img localsrc=""323"" />","<img localsrc=""323"" />",&#xe04c;,שB,&#xe69e;,"<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" />"
שB,;,;,;,;,;,"<img localsrc=""323"" />","<img localsrc=""323"" />",&#xe04c;,;,&#xe69e;,"<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69E.gif"" width=""16"" height=""16"" />"
&#xe69f;,;,;,;,שC,שC,"<img localsrc=""15"" />","<img localsrc=""15"" />",&#xe04c;,שC,;,"<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" />"
&#xE69F;,;,;,;,שC,שC,"<img localsrc=""15"" />","<img localsrc=""15"" />",&#xe04c;,שC,;,"<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" />"
&#63811;,&#xe69f;,&#xe69f;,&#xe69f;,שC,שC,"<img localsrc=""15"" />","<img localsrc=""15"" />",&#xe04c;,שC,&#xe69f;,"<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" />"
שC,;,;,;,;,;,"<img localsrc=""15"" />","<img localsrc=""15"" />",&#xe04c;,;,&#xe69f;,"<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE69F.gif"" width=""16"" height=""16"" />"
&#xe6a0;,;,;,;,שD,שD,"<img localsrc=""47"" />","<img localsrc=""47"" />",&#xe219;,שD,;,"<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" />"
&#xE6A0;,;,;,;,שD,שD,"<img localsrc=""47"" />","<img localsrc=""47"" />",&#xe219;,שD,;,"<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" />"
&#63812;,&#xe6a0;,&#xe6a0;,&#xe6a0;,שD,שD,"<img localsrc=""47"" />","<img localsrc=""47"" />",&#xe219;,שD,&#xe6a0;,"<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" />"
שD,;,;,;,;,;,"<img localsrc=""47"" />","<img localsrc=""47"" />",&#xe219;,;,&#xe6a0;,"<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A0.gif"" width=""16"" height=""16"" />"
&#xe6a1;,;,;,;,שE,שE,"<img localsrc=""134"" />","<img localsrc=""134"" />",&#xe052;,שE,;,"<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" />"
&#xE6A1;,;,;,;,שE,שE,"<img localsrc=""134"" />","<img localsrc=""134"" />",&#xe052;,שE,;,"<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" />"
&#63813;,&#xe6a1;,&#xe6a1;,&#xe6a1;,שE,שE,"<img localsrc=""134"" />","<img localsrc=""134"" />",&#xe052;,שE,&#xe6a1;,"<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" />"
שE,;,;,;,;,;,"<img localsrc=""134"" />","<img localsrc=""134"" />",&#xe052;,;,&#xe6a1;,"<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A1.gif"" width=""16"" height=""16"" />"
&#xe6a2;,;,;,;,שF,שF,"<img localsrc=""251"" />","<img localsrc=""251"" />",&#xe04f;,שF,;,"<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" />"
&#xE6A2;,;,;,;,שF,שF,"<img localsrc=""251"" />","<img localsrc=""251"" />",&#xe04f;,שF,;,"<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" />"
&#63814;,&#xe6a2;,&#xe6a2;,&#xe6a2;,שF,שF,"<img localsrc=""251"" />","<img localsrc=""251"" />",&#xe04f;,שF,&#xe6a2;,"<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" />"
שF,;,;,;,;,;,"<img localsrc=""251"" />","<img localsrc=""251"" />",&#xe04f;,;,&#xe6a2;,"<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A2.gif"" width=""16"" height=""16"" />"
&#xe6a3;,;,;,;,שG,שG,"<img localsrc=""169"" />","<img localsrc=""169"" />",&#xe01c;,שG,;,"<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" />"
&#xE6A3;,;,;,;,שG,שG,"<img localsrc=""169"" />","<img localsrc=""169"" />",&#xe01c;,שG,;,"<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" />"
&#63815;,&#xe6a3;,&#xe6a3;,&#xe6a3;,שG,שG,"<img localsrc=""169"" />","<img localsrc=""169"" />",&#xe01c;,שG,&#xe6a3;,"<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" />"
שG,;,;,;,;,;,"<img localsrc=""169"" />","<img localsrc=""169"" />",&#xe01c;,;,&#xe6a3;,"<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A3.gif"" width=""16"" height=""16"" />"
&#xe6a4;,;,;,;,שH,שH,"<img localsrc=""234"" />","<img localsrc=""234"" />",&#xe033;,שH,;,"<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" />"
&#xE6A4;,;,;,;,שH,שH,"<img localsrc=""234"" />","<img localsrc=""234"" />",&#xe033;,שH,;,"<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" />"
&#63816;,&#xe6a4;,&#xe6a4;,&#xe6a4;,שH,שH,"<img localsrc=""234"" />","<img localsrc=""234"" />",&#xe033;,שH,&#xe6a4;,"<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE6A4.gif"" width=""16"" height=""16"" />"
